title, url, upvotes, lastModifiedtime, lastModifiedText, content
Corporate Electronic Filing Frequently Asked Questions,https://accountants-community.intuit.com/content/p_sb_qbo_gl_sf_na_article:000023804_en_US?modified_at=2017-08-10+20%3A14%3A43+UTC,0,2017-08-10 20:14:43,Last Modified 253 days ago,"Click the links below to see solutions for frequently asked questions concerning electronic filing of corporate returns.

E-file Mandate Corporate and S-Corporate Returns


E-filing a Form 1120 Consolidated Corporate Return


Corporate Forms that Cannot be Filed Electronically (E-File)


IRS E-file Reject R0000-922 for Form 1065, 1120 or 1120-S Name Control


Name Control Override for Electronically Filed Corporate (1120) Returns


E-filing a Superseding Corporate and S Corporate Returns


E-filing an Amended Business Return


Electronic Filing Deadlines for Business Returns

Transferring the Name Control Override Year to Year by Proforma  INF28475"
E-File Form 1040X: Amended Individual Return,https://accountants-community.intuit.com/content/p_sb_qbo_gl_sf_na_article:000035628_en_US?modified_at=2017-08-10+20%3A14%3A44+UTC,0,2017-08-10 20:14:44,Last Modified 253 days ago,"Problem Description

 Can an amended return (1040X) be electronically filed in the Intuit ProConnect Tax Online (PTO) application?


Solution Description

 Currently the IRS does not include the Form 1040X in the list of forms that can be electronically filed. A diagnostic in the ProConnect Tax Online (PTO) application will generate which states "" 
 Federal amended returns cannot be e-filed.  Be sure to file the federal amended return on paper.""


  


 Related Article:  
 Amending an Individual Return (1040X)

 

Product Affected
Intuit Tax Online GEN72512"
QBOA Import into Intuit ProConnect Tax Online (PTO),https://accountants-community.intuit.com/content/p_sb_qbo_gl_sf_na_article:000023772_en_US?modified_at=2018-04-20+23%3A29%3A34+UTC,1,2018-04-21 22:40:28,Last Modified 253 days ago,"Description
 What happens when a company's tax income information from Quickbooks Online for Accountants (QBOA) is imported into ProConnect Tax Online (PTO)?

Solution
ProConnect Tax Online (PTO) returns can be created from QBOA companies using the Trial Balance utility. For more information on generating PTO tax returns from QBOA see the tool, see Generating a PTO Tax Return from QBOA  
The following details what to expect in PTO after the import from QBOA.

Once created the PTO program will open up to the Check Return workspace showing the form where the company's tax information flows to (Schedule C, Balance Sheet, etc)

 



 

After reviewing the form, changes are done in the respective input screen(s).
In the Profile view, there is a summary of each Book to Tax Import. 

 
 
  INF28434"
Entering Foreign Taxes Withheld from Foreign Income to Report on Form 1116,https://accountants-community.intuit.com/content/p_sb_qbo_gl_sf_na_article:000029774_en_US?modified_at=2017-08-10+20%3A14%3A49+UTC,0,2017-08-10 20:14:49,Last Modified 253 days ago,"Problem Description
How do I report Foreign withholding from Foreign Income (W-2 equivalent) to generate a foreign tax credit?

Solution Description

 To report Foreign withholding from Foreign Income (W-2 equivalent) to generate a foreign tax credit:


Go to the Credits section and then go to the screen, Foreign Tax Credit (1116).
Scroll down to the section Income from Sources Outside U.S. 
Enter the name of the country in ""Name of foreign country"".
Select General Category Income from the ""Category of income [Click on arrow to select from list],"" drop down menu.
Scroll down to the Foreign Taxes Paid or Accrued section.
Enter the withholding in ""Other foreign taxes,"" under the U.S. Dollars subsection .


Note: The foreign income exclusion income will be applied  to any foreign taxes entered in the Foreign Tax Credit (1116) screen and the appropriate foreign tax credit amount will be calculated and will flow to Form 1116.


  


Additional Note: per the Foreign Earned Income Form 2555 instructions Page 2 
 Foreign tax credit or deduction



  ""You cannot take a credit or deduction for foreign income taxes paid or accrued on income that is excluded under either of the exclusions. If all of your foreign earned income is excluded, you cannot claim a credit or deduction for the foreign taxes paid or accrued on that income."" This is the reason the program will not generate a 1116 credit if the income is excluded on the 2555.
 


  


  


  
 GEN87937"
Schedule M-3 Information,https://accountants-community.intuit.com/content/p_sb_qbo_gl_sf_na_article:000024897_en_US?modified_at=2017-08-10+20%3A42%3A47+UTC,0,2017-08-10 20:42:47,Last Modified 253 days ago,"Description
A brief overview of the Schedule M-3 and some information about the Schedule M-3 in certain modules within the program.

Detailed Information

What is the Schedule M-3?


Who must File?


Completing Schedule M-3


Schedule M-3, Part I


Schedule M-3, Part II


Schedule M-3, Part III


Schedule M-3 Parts II & III Columns A-D


Corporations


Partnerships


S Corporations

 
 
 
 

What is the Schedule M-3?


Gives the IRS additional information about tax return calculations and the differences between book income numbers and taxable income numbers
Contains 3 main sections: (the detail requested must be present for book and financial statements and tax) 
  
Financial statement reconciliation (Part I)
Detail of income/loss items and (Part II)
Detail of expenses/deductions (Part III)
 
The M-3 requires companies to expose the types of adjustments they are making to book numbers to derive at taxable income. 


Back to top


 

Who Must File?


Corporations and S Corporations with assets of $10 million or greater.
Partnerships must file Schedule M-3, if any of the following is true: 
  
The amount of total assets at the end of the tax year reported on Schedule L, line 14, column (d), is equal to $10 million or more.
The amount of adjusted total assets for the tax year is equal to $10 million or more.
The amount of total receipts for the tax year is equal to $35 million or more. Total receipts is defined in the instructions for Codes for Principal Business Activity and Principal Product or Service in the Instructions for Form 1065 or Instructions for Form 1065-B.
An entity that is a reportable entity partner with respect to the partnership (as defined under these instructions) owns or is deemed to own, directly or indirectly, an interest of 50% or more in the partnership's capital, profit, or loss, on any day during the tax year of the partnership.
 

Back to top 

 

New for Tax Year 2014- Completing Schedule M-3


Corporations and S Corporations-


A corporation (or any member of a U.S. consolidated tax group) required to file Schedule M-3 and has at least $50 million total assets at the end of the tax year must complete the schedule in its entirety...  
Form 1120, Form 1120-C, and 1120S filers that (a) are required to file Schedule M-3 and have less than $50 million total assets at the end of the tax year, or (b) are not required to file Schedule M-3 and voluntarily file Schedule M-3, must either (i) complete Schedule M-3 entirely or (ii) complete Schedule M-3 through Part I, and complete Schedule M-1 of Form 1120 (1120-C, if applicable) or 1120S instead of completing Parts II and III of Schedule M-3. If the filer chooses to complete Schedule M-1 instead of completing Parts II and III of Schedule M-3, line 1 of the applicable M-1 must equal line 11 of Part I of Schedule M-3.

Partnerships-

Form 1065 and Form 1065-B filers that are required to file Schedule M-3 (Form 1065) and have at least $50 million total assets at the end of the tax year must complete Schedule M-3 (Form 1065) entirely.  
Form 1065 and Form 1065-B filers that (a) are required to file Schedule M-3 and have less than $50 million total assets at the end of the tax year or (b) are not required to file Schedule M-3 and voluntarily file Schedule M-3 must either (i) complete Schedule M-3 entirely or (ii) complete Schedule M-3 through Part I and complete Form 1065, Schedule M-1 instead of completing Parts II and III of Schedule M-3. If the filer chooses to complete Form 1065, Schedule M-1 instead of completing Parts II and III of Schedule M-3, line 1 of Form 1065, Schedule M-1 must equal line 11 of Part I of Schedule M-3.


Back to top


 

Part I


Lines 1a-1c determines the entities source used to reconcile income 
  
Line 1a (This question does not pertain to S Corps) should be checked if the entity filed and completed Form 10-K (annual report that gives a complete summary on the company?s performance) with the U.S. Securities and Exchange Commission (SEC). An entity that checks line 1a must use Form 10-K to complete Schedule M-3
Line 1b (line 1a for S Corps) should be checked if Form 10-K was not filed with the SEC but a certified  non-tax-basis income statement was prepared and should be used to complete Schedule M-3
Line 1c (line 1b for S Corps) should be checked if Form 10-K was not filed and no certified non-tax-basis income statement was prepared but an unaudited non-tax-basis income statement was prepared for the tax period and should be used to complete Schedule M-3
 
Line 4, World wide Consolidated net income (loss) from income source identified in Part I, line 1 
  
Manual entry found on the M-3 input screen, mandatory input for reconciliation
 
Line 11, Net income (loss) per income statement. Combine lines 4-10


Back to top


 
 Part II

Comprised of 4 columns: 
  
Column (A)- Income (Loss) per Income Statement 
    
Represents financial statement income maintained in the entities books and records (This amount is found in the income statement source determined in Part I line 1a-1c)
 
Column (B)- Temporary Difference aka Timing Difference 
    
Any difference that the entity believes will reverse in a future tax year
There are 2 basic categories of temporary differences for income: 
      
Income recognized in financial statements before it is taxable:
Income reported as taxable before it is recognized in financial statements;
 
 
Column (C)- Permanent Difference 
    
Transactions that the entity believes will not reverse in a future tax year
 
Column (D)- Income (Loss) per Tax return 
    
Total of column (A) plus or minus columns (B) and (C)
 
 
The bottom line of Part II Column (A) should reconcile to Part I line 11. 
The bottom line of Part II Column (D) should reconcile to the Main Forms taxable income (1120) or net income (loss) (1120S, 1065)


Back to top


 

Part III


Comprised of 4 columns 
  
Column (A)- Expense per Income Statement 
    
Represents financial statement expenses maintained in the entities books and records, using the income statement source determined in Part I
 
Column (B)- Temporary Difference 
    
Any difference that the entity believes will reverse in a future tax year
There are 2 basic categories of temporary difference for expenses: 
      
Expenses recognized in financial statements before they are deducted on the tax return; and,
Expenses deductible on the tax return before they are recognized on financial statements
 
 
Column (C)- Permanent Difference (Same as Part II)
Column (D)- Deduction per Tax return (Same as Part II) 
    
The bottom line amounts on M-3 Part III will flow over to the M-3 Part II and are combined in the reconciliation totals
 
 


Back to top


 

Parts II & III Columns A-D

Tax Year 2014-

Any filer that completes Parts II and III of Schedule M-3 (Form 1120), must complete all columns, without exception.
Program calculates the columns from left to right. Column (A) plus or minus columns (B) and (C) equal column (D)
If column (A) or column (D) is grayed out then that amount is considered to be zero
Most inputs on the M-3 screen are direct inputs any field that is indicated as an override will flow over automatically (i.e.: Meals and Entertainment, Depreciation)

Tax Year 2013 and prior years-

Columns (A) and (D) are not required in the first tax year an entity files the M-3
Columns (B) and (C) must be completed for any tax year an item of income, gain, loss, expense or deduction has a difference between columns (A) and (D)
Program calculates the columns from left to right. Column (A) plus or minus columns (B) and (C) equal column (D)
If column (A) or column (D) is grayed out then that amount is considered to be zero
Most inputs on the M-3 screen are direct inputs any field that is indicated as an override will flow over automatically (i.e.: Meals and Entertainment, Depreciation)


Back to top


 

Corporations


Inputs are found in the screen, Schedule M-3

M-3 Part II line 30 column (A) must equal M-3 Part I line 11
M-3 Part II line 30 column (D) must equal Form 1120 pg 1, line 28
Beginning in 2008 a Schedule B, needs to be completed for each corporation that files a Schedule M-3. Inputs are found in the screen, Additional Information for Schedule M-3 Filers

Form 8916-A, inputs are found in the screen, Supplemental Attachment to Schedule M-3



Back to top


  

Partnerships


Inputs are found in the screen, Schedule M-3

M-3 Part II line 26 column (A) must equal M-3 Part I line 11
M-3 Part II line 26 column (D) must equal the 1065 Analysis of Net Income line 1
Beginning in 2008 a Schedule C, needs to be completed. Inputs are found in the screen, Additional Information for Schedule M-3 Filers

Form 8916-A, inputs are found in the screen, Supplemental Attachment to Schedule M-3



Back to top


 

S Corporations


Inputs are found in the screen, Schedule M-3 

M-3 Part II line 26 column (A) must equal M-3 Part I line 11
M-3 Part II line 26 column (D) must equal the 1120S Schedule K line 18
Form 8916-A, inputs are found in the screen, Supplemental Attachment to Schedule M-3



Back to top


 
*Notes-

The Schedule M-3, Form 8916-A and the Additional Information for Schedule M-3 Filers are direct input/output screens. Almost every value needs to be entered manually. Any field that is indicated as an override field [Override] will override the automatic calculation by the program. (Example: Depreciation, Travel and Entertainment)
If you use the override fields you have to override each column. For instance, you cannot override only column A, you would also need to override columns A, C and D so the calculation foots.

  INF30468"
Individual Roth IRA Distribution is showing as Taxable on Form 1040,https://accountants-community.intuit.com/content/p_sb_qbo_gl_sf_na_article:000030033_en_US?modified_at=2018-04-15+20%3A59%3A20+UTC,0,2018-04-21 22:40:38,Last Modified 253 days ago,"Problem Description
A Roth IRA Distribution has been entered in the Income -> Pensions, IRAs (1099-R) input screen.  It shows as taxable on page 1 of Form 1040, but is not taxable.  How do I show as nontaxable ?

Solution Description

 If an amount is entered under 
 Taxable Amount in the 
  Income ->
Pensions, 
 IRAs (1099-R) screen,  the program treats the distribution as a nonqualified distribution by default.  These amounts flow to Form 8606, page 2, Section III, line 1.    The only amounts that should be taxable are earnings in excess of basis.  Basis amounts are not taxable since these amounts have already been taxed.  The basis in the Roth IRA will appear on line 22 of the Form 8606.


  


 To enter Roth IRA Basis and show this amount as nontaxable 
 : 


Go to Input Return workspace. (Enter Data in TY2012 and prior)  

Click on Deductions to expand that section.
Select the Adjustments to Income input screen.
Scroll to the section titled Roth IRA.

Enter the basis amount in Basis in Roth IRA contributions as of 12/31/XX

Make any other adjustments as needed

This amount flows to Form 8606, Page 2, Section III, line 22 to adjust the amount of the nonqualified deduction that should be taxed.
 
If the Roth IRA distribution is a Qualified Distribution, then no amounts should be entered under Taxable Amount in the Pensions, IRAs (1099-R) screen.

Product Affected
Lacerte Tax - Individual - USProConnect Tax Online GEN88300"
Entering Form 1099-INT Interest Income for an Individual Return,https://accountants-community.intuit.com/content/p_sb_qbo_gl_sf_na_article:000029677_en_US?modified_at=2017-08-10+20%3A42%3A51+UTC,0,2017-08-10 20:42:51,Last Modified 253 days ago,"Problem Description
How do I enter interest income and other information from a Form 1099-INT?

Solution Description

 To enter Form 1099-INT, 
 Box 1:


  


Go to the Income section and then go to the screen, Interest Income (1099-INT).

Enter the Name of Payer

Enter the amount in the field, Interest Income\Banks, S&L, Etc.



To enter Form 1099-INT, 
 Box 2:


Go to the Income section and then go to the screen, Interest Income (1099-INT).

Click the Details button to expand the input screen.
Enter the amount in the field, ""Early withdrawal penalty"" under the Other subsection


To enter Form 1099-INT, Box 3:

Go to the Income section and then go to the screen, Interest Income (1099-INT).

Click the Details button to expand the input screen.
Scroll down to the Form 1099-INT section.
Enter the amount in the field, ""U.S. bonds, T-bills, etc. (nontaxable to state)"".


To enter Form 1099-INT, Box 4:

Go to the Income section and then go to the screen, Interest Income (1099-INT).

Click the Details button to expand the input screen.
Scroll down to the Form 1099-INT section
Enter the amount in the field, ""Federal income tax withheld"" under the Tax Withheld subsection


To enter Form 1099-INT, Box 5:

Go to the Deductions section and then go to the screen, Itemized Deductions

Scroll down to the Interest section
Enter the amount in the field, ""Investment interest (Ctrl+E) "".


To enter Form 1099-INT, Box 6 and 7:

See Generating Form 1116, Foreign Tax Credit, for an Individual Return  


To enter Form 1099-INT, Box 8:

Go to the Income section and then go to the screen, Interest Income (1099-INT).

Click the Details button to expand the input screen.
Scroll down to the Form 1099-INT section
Enter the amount in the field, ""Total municipal bonds"" under the Tax-Exempt Interest subsection


To enter Form 1099-INT, Box 9:

Go to the Income section and then go to the screen, Interest Income (1099-INT).

Click the Details button to expand the input screen.
Scroll down to the Form 1099-INT section
Enter the amount in the field, ""Certain private activity bonds included above (6251)"" under the Tax-Exempt Interest subsection


To enter Form 1099-INT, Box 10:

Currently, there is no input field available for Box 10 Tax exempt bond CUSIP number. 

 
  GEN87826"
Form 982 Part I Line 1b Insolvency Worksheet,https://accountants-community.intuit.com/content/p_sb_qbo_gl_sf_na_article:000029836_en_US?modified_at=2018-04-20+18%3A49%3A51+UTC,1,2018-04-21 22:40:45,Last Modified 253 days ago,"Description
How do I create the Statement of Insolvency in the program to support the Form 982, Part I, Line 1b?From the form instructions:
Check the box on line 1b if the discharge of indebtedness occurred while you were insolvent. You are insolvent to the extent that your liabilities exceeded the fair market value (FMV) of your assets immediately before the discharge.  For details and a worksheet to help calculate insolvency, see Pub 4681. 

Resolution:
The program does not create a insolvency worksheet or statement to support the Form 982, Part I, Line 1b.  If such an item is wanted it would have to be manually created outside of the program in PDF format. You can then attach the PDF statement to the return for e-filing by going to the General section and then to the screen, e-file PDF/Miscellaneous.Publication 4681, page 8 has an insolvency worksheet that can be used as a guideline for the input on the statement.  GEN88013"
Installing EasyACCT on a Network,https://accountants-community.intuit.com/content/p_sb_qbo_gl_sf_na_article:000037297_en_US?modified_at=2018-04-20+19%3A51%3A18+UTC,0,2018-04-21 22:40:48,Last Modified 253 days ago,"Description: 
Installing EasyACCT in a network environment. The benefits of networking the program include: 

Data sharing
Saves time downloading and installing internet updates


Solution
Before beginning, note that there are two components to network installation

Program setup (Installing to the server and workstations)
Data sharing



SETTING UP THE PROGRAM


INSTALL EASYACCT TO THE SERVER:



Install EasyACCT.
  



     NOTE: this can be done by downloading from the Internet or by using a CD
     


     Only the first release is available on CD. 
     
 


   If using a CD, the installation should start automatically. 
  



     If not, go to 
      Start, Run and type 
     D:\SETUP.EXE (where D is the CD-ROM drive). 
     
 


   Select to install 
   EasyACCT and choose the 
   C:\  drive.
  



     NOTE: The program can also be installed to the server from any workstation that is mapped to the server. 
     


     If installing from a workstation to the server, select the appropriate drive letter rather than C:\.
     
 


   At the module selection screen, select the 
   EasyACCT Program and the 
   Network Setup Utility.
   


   Follow the remaining on-screen steps to complete the installation.
   


AT EACH  
 WORKSTATION:




   Go to 
   Start, Run and type 
    X:\EASYW\NETWORK\SETUP.EXE (where X:\ corresponds to the mapped network drive where the program was installed above.)
   


   Follow the remaining on-screen steps to complete the installation.
   


 NOTE: Alternatively, you can 
 install the program locally, and follow the ""Sharing the Data"" steps below. 


  


SHARING THE DATA:




Open EasyACCT.
   


   At the 
   Company Selection screen, select 
   System, System Utilities and choose 
   System Characteristics. 
 


   In the 
   Path for Company Data field, input the shared location for EasyACCT data (i.e. 
   X:\EASYW\DATA). 
   


   Switch to the 
   Updates tab. 
   


   Make sure both boxes are checked. 
   
Verify the drive indicated for the Shared Download Path is the same as server. 


  



ADDITIONAL
 INFORMATION
:


Updates to the program should be performed at the ""server"". 
Indicate the network drive as the shared download path. 
When the 'automatic check for updates' feature is enabled, the workstation will detect when updates are installed to the server and automatically download them to the workstation. 



Related Articles: 


EasyACCT License Requirements
Shared Download Path
Running EasyACCT Remotely using Terminal Server, Client Server, Cloud Computing, Remote Desktop

  GEN47940"
Installing EasyACCT,https://accountants-community.intuit.com/content/p_sb_qbo_gl_sf_na_article:000037293_en_US?modified_at=2017-08-10+20%3A42%3A55+UTC,0,2017-08-10 20:42:55,Last Modified 253 days ago,"Solution Description


You can install using one of these two options: 


  A. Login to My Account to 
  Download EasyACCT and Information Return System from My Account . 
 

  B. Install from CD. 
 

Before installing, close all applications.
Insert the CD-ROM into the drive. The Product Installation Menu will appear at this time.
Select EasyACCT and click OK.


Follow the on-screen instructions to select the drive and the modules to install.
After installation is complete, you will need to reboot your machine before using EasyACCT.



  


PLEASE NOTE: 


Subsequent updates may be installed using the Internet Update feature. For instructions on installing the Internet update, click here.
If you receive an error that the setup has detected the need to reboot, please follow these instructions. 
For other installation errors, visit the online knowledgebase and search on the exact error message you received. 

 


More Resources:



Installing EasyACCT on a Network


Running EasyACCT Remotely using Terminal Server, Client Server, Cloud Computing, Remote Desktop
 GEN47922"
Locate Customer Account Number in ProSeries Products,https://accountants-community.intuit.com/content/p_sb_qbo_gl_sf_na_article:000032045_en_US?modified_at=2018-04-20+19%3A28%3A53+UTC,0,2018-04-21 22:40:54,Last Modified 253 days ago,"Description
To locate the Intuit ProConnect ProSeries Customer Account Number and Zip Code used by ProSeries for licensing and pay-per-return purposes, please follow the steps below.

Customer Account Number and Zip Code Verification Steps:
The Customer Account Number can be located within any installed year of ProSeries or ProSeries Basic Edition. The steps provided require at least one year of a ProSeries product to be installed and previously successfully licensed. If you are unable to complete these steps or do not have any year of a ProSeries product installed and licensed please contact ProSeries Customer Service via Chat or Phone. For more information on how to contact ProSeries and hours of Operation please see accountants.intuit.com/support/tax/proseries/document.jsp
From within ProSeries:

Open ProSeries
Click on the Tools Menu (1) and select Options (2)






Click the Customer Information button (1)






The Customer Number (1) and Sold to Zip Code (2) used to license ProSeries products are listed in the Customer Information dialog

Note: If necessary, edit the Customer Number and Zip Code. Additionally, the customer number and Zip Code used to license ProSeries product are included in the information typically sent via email after purchasing the ProSeries license.

Click the OK button (3)  to close the Customer Information dialog
Click the OK button (4)  to close the Options screen




Note: When changes are made to the Customer number or Zip Code ProSeries must be licensed again for the changes to take affect. For more information on how to license ProSeries products see How to License ProSeries Online INF21665"
E-file Transmission Failures Associated With E-filing Form 114,https://accountants-community.intuit.com/content/p_sb_qbo_gl_sf_na_article:000023419_en_US?modified_at=2018-04-19+11%3A07%3A16+UTC,0,2018-04-21 22:40:58,Last Modified 253 days ago,"Description
When trying to efile the Form 114 for both taxpayer and/or spouse, efile transmission errors may occur: 

  


""An enexpected error occurred while processing the return or creating the efile payload data. Problem occurred getting ef payload data.""


Solution Description
Make sure the appropriate ""e-file"" checkbox in the ""Profile"" screen matches the entry made in the field, ""E-file Form 114: 1=taxpayer, 2=spouse, 3=both"" in the first Foreign Bank Account (114/8939) input screen under the section, Miscellaneous Forms.
If filing the Form 114 for the taxpayer, check only the "" Federal Form 114"" checkbox in the ""Profile"" screen. Also make sure that a ""1"" for taxpayer is entered in the field, ""E-file Form 114: 1=taxpayer, 2=spouse, 3=both"" in the first Foreign Bank Account (114/8939) screen.
If filing the Form 114 for the spouse, check only the ""Form 114 Spouse"" checkbox in the ""Profile"" screen.  Also make sure that a ""2"" for spouse is entered in the field, ""E-file Form 114: 1=taxpayer, 2=spouse, 3=both"" in the first Foreign Bank Account (114/8939) screen. INF26497"
System Configuration Error,https://accountants-community.intuit.com/content/p_sb_qbo_gl_sf_na_article:000023780_en_US?modified_at=2017-08-10+20%3A43%3A02+UTC,0,2017-08-10 20:43:02,Last Modified 253 days ago,"Description
When trying to sign-in, customers may receive an error message stating ""We are unable to sign you in. There may be an issue with your system configuration.""
The error solution states ""Make sure your browser has javascript and cookies enabled. If the problem persists you can clear your cache and cookies and then restart your computer, or try using different browser.""
Every browser saves files to your hard drive in a location called a cache to improve your online experience. This information can include the list of web sites you have visited, cookies, information you've entered into web forms, web site passwords, and other temporarily saved information. When Intuit's Online programs and services do not function correctly, clearing your cache files may resolve these issues.
Below are the steps for clearing your cache depending on the specific browser:

Internet Explorer

Internet Explorer 10+


Click Tools (the Gear-shaped button on the top-right section of the browser), point to Safety and click Delete Browsing History. 
   
Note: If you have the Menu bar enabled, you can instead click Tools and then Delete browsing history....
   

Additional Information:

NOTE:  After the cache is cleared, be sure to close all browser windows.  If you are in a chat with support, be sure to close that window too.  After all windows have been closed, re-open the browser and log back in.

Select Temporary Internet Files, Cookies, and uncheck Preserve Favorites website data.  Click Delete

Internet Explorer will now silently delete the items you selected. Once finished, the notification bar appears at the bottom of the screen, stating that the selected browsing history has been deleted. 
  
Delete temporary Internet files
 


FireFox
 FireFox

With your browser open, click on the orange FireFox button in the left corner of the screen. Or, for version 29.0 or later, click on the three horizontal bars in the upper right corner. 
Select Options.
In the Options screen, click the Advanced tab and then click the Network tab.
Click both Clear Now buttons.
Click the OK button to close the Options window


Additional Information


How to clear the cache


Safari

Safari 6 or Older (Macintosh platform)


With your browser window open, click the Safari menu and select Empty Cache....
Click Empty


 

Safari 7 

       1. With your browser window open, select Preferences from the Safari menu



        2. Select the Advanced tab at the top of the window and check the Show Develop Menu in menu bar box



        3. Select Empty Caches from the new Develop menu at the top of your Safari window



 

Google Chrome

Google Chrome


Click the settings icon (three horizontal bars) on the browser toolbar in the upper right.    
Select More Tools.
Select Clear browsing data.
In the dialog that appears, select the checkboxes for the types of information that you want to remove.
Use the menu at the top to select the amount of data that you want to delete. Select beginning of time to delete everything.
Click Clear browsing data.
 INF28436"
Electronic Filing an Extension for Corporate S Corporate Fiduciary and Partnership Returns,https://accountants-community.intuit.com/content/p_sb_qbo_gl_sf_na_article:000032881_en_US?modified_at=2018-04-21+16%3A59%3A40+UTC,1,2018-04-21 22:41:04,Last Modified 253 days ago,"Problem Description
How do I electronically file an extension for a Corporation, S Corporation, Partnership, or Fiduciary return?

Solution Description
To electronically file Form 7004, Application for Automatic Extension of time to File Certain Business Income Tax, Information, and Other Returns:

Open the client's return.


   On the Federal 
   Partnership, Corporation, 
   S Corporation, or 
   Fiduciary Information Worksheet, scroll down to 
   Part VI - Electronic Filing Information. 
   


   Mark the 
   Extension box for the 
   Federal filing type.
   


   If applicable - When an electronic funds withdrawal payment will be submitted with the extension, complete  
   Part VII - Direct Deposit or Electronic Funds Withdrawal Information to specify ' 
   Yes' for ' 
   Electronic funds withdrawal of Form 7004 balance due', and then enter the  
   Routing number and  
   Account number and check the box to indicate 
   Checking or 
   Savings.
   
Open Form 7004.
After completing Form 7004, scroll to the Important Information section and mark the box for the line Check this box to freeze amounts flowing to this form.

Go to the Information menu and select Final Review.


   Correct any messages that report in red 
   You Must Fix This Error. These errors will guide you through the remaining entries, and resolve any errors that may prevent your Extension from being filed electronically.
   


   Review any orange 
   You Should Fix This Error messages. These errors are typically associated with completing your 
   return and will not prevent your Extension from being filed electronically.
   

Save the return.

Important! In HomeBase, select EF Center.  The Client's EF Status column should now display 1st Extension Marked for EF. If the EF Status does not display 1st Extension Marked for EF, please return to step 1 and review all inputs.
Convert and transmit the '1st Extension' as you would an ordinary electronic return.

  GEN65293"
Exporting the Lacerte Client List to a Spreadsheet,https://accountants-community.intuit.com/content/p_sb_qbo_gl_sf_na_article:000040229_en_US?modified_at=2017-08-10+20%3A43%3A07+UTC,0,2017-08-10 20:43:07,Last Modified 253 days ago,"Description

 How do I export the client list information to an Excel file?


 How do I export the client list information to a Spreadsheet file?


 How do I export the client list information to a CSV file?


Solution
To export Client Data to a CSV or Standard Data format:
 


Note:

  When naming the export file it uses windows file naming structure. The file names cannot include \ / ? * : < > "" or | characters since windows will not recognize them as part of a file name causing Lacerte to produce an error. Note that if a period is included in the name it will not change the file extension.



Click on the Clients tab (to view the list of your clients).
Highlight the client(s) to export.
Click on Client.
Click on Export.
Select Export to file.
Click on Browse to select a different directory or leave the default directory (C:\LACERTE\??TAX\IDATA\EXPORT). (??=Tax Year)
Enter a file name or leave the default file name (EXPORT) .
Select the Export Type as Comma Delimited.
Check the box, Print Summary File to create and print summary information about the exported file.



 


Click on the plus sign (+) next to the category under the Available section.
Click on the items you would like to export.
Double click on the item or click on the (>) button to move the item to the Display section. 
  
To remove an item from the Display section, highlight it and click (<).
To change the order the program writes the items to the file, select an item in the Display section, and click the up or down button to arrange it in the list.
 
Click on OK to create the file.
Click on Exit to close the Export Client window after the file is created.
Browse to the directory where the file was saved to (Default is C:\LACERTE\??TAX\IDATA\EXPORT ??=Tax Year)

Double-click on the *.csv file to view the exported information in your default spreadsheet program. In this case, the name of the file is Export.csv.

*Note: Detailed information such as the name of payer for interest, dividends, or the description of property, date acquired and sold for dispositions, etc. are not available for export. Only the total interest, dividend, and capital gain are in the available export fields. GEN57093"
